"site_id","site_code","site_name","original_site_name","site_group_id","site_group_code","source_workbook","source_sheet","source_row","original_location_label","jurisdiction_id","jurisdiction_code","jurisdiction_display_name","psgc_code","region_code","province_code","municipality_or_city_type","site_type","site_type_evidence_source_ids","site_type_classification_rationale","site_type_evidence_confidence","site_type_unresolved_ambiguity","location_evidence_status","location_source_url","location_source_reference","hikcentral_activation_candidacy","proposed_parking_lot_index_code","identity_review_status","proposed_site_status","public_lookup_enabled","payment_enabled","effective_from","timezone_name","currency_code","notes"
"e850eaad-6903-5cf7-aeb1-e0bb2e2d5a1c","MARCO-POLO-HOTEL","Marco Polo Hotel","MARCO POLO HOTEL","030b448e-be2d-5eed-83f1-357e43943217","MARCO-POLO-HOTEL","Carparks.xlsx","Sheet1","27","PASIG","20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","City of Pasig","1381200000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The Site explicitly serves a hotel, a confirmed facility category not represented by another enum value.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1381200000","Carparks.xlsx Sheet1 row 27; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"cf15f183-5a4d-5257-9e6a-d167aafec86b","SM-GRACE-MALL","SM Grace Mall","SM GRACE MALL","d873f195-7920-5dff-bf8e-adafac53bfe0","SM-GRACE-MALL","Carparks.xlsx","Sheet1","28","TAGUIG","c7514a40-c898-f3a2-0bfa-530b26daa273","TAGUIG","City of Taguig","1381500000","NCR","","CITY","MALL_PARKING","SRC-WORKBOOK-CARPARKS","The Site identity explicitly says Mall and no more specific parking physical form is supplied.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1381500000","Carparks.xlsx Sheet1 row 28; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"07d89135-6777-597c-9523-0b29756a9086","PEARL-DRIVE","Pearl Drive","PEARL DRIVE","c5c43b8d-c8dd-570d-91c7-ed5cec205f21","PEARL-DRIVE","Carparks.xlsx","Sheet1","29","PASIG","20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","City of Pasig","1381200000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The confirmed Site is identified by a drive or location name; no approved evidence establishes an open lot or constructed parking form.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1381200000","Carparks.xlsx Sheet1 row 29; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"922704c2-3bab-5b16-9a92-43868cec7950","SM-MPLACE-BASEMENT","SM MPlace Basement","SM MPLACE BASEMENT","cfcea976-e1f3-55e4-a18e-15d1f4b5da64","SM-MPLACE-BASEMENT","Carparks.xlsx","Sheet1","30","QUEZON CITY","79893901-65d3-7c29-0099-25e937a7c8c9","QUEZON_CITY","Quezon City","1381300000","NCR","","CITY","STRUCTURED_PARKING","SRC-WORKBOOK-CARPARKS","The explicit Basement qualifier establishes parking within a constructed structure.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1381300000","Carparks.xlsx Sheet1 row 30; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"bc791bf8-6a3e-5618-82f6-ee15daf78db3","SM-MPLACE-STREET","SM MPlace Street","SM MPLACE STREET","d63c02d7-4a9f-59b2-9085-20475914cfae","SM-MPLACE-STREET","Carparks.xlsx","Sheet1","31","QUEZON CITY","79893901-65d3-7c29-0099-25e937a7c8c9","QUEZON_CITY","Quezon City","1381300000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The explicit Street qualifier does not match open-lot or structured-parking semantics and street parking has no dedicated enum value.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1381300000","Carparks.xlsx Sheet1 row 31; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"7c80cf1d-a3fc-5f36-9b53-d06cd093b628","TORDESILLAS","Tordesillas","TORDESILLAS","6a42a0d4-17c6-56c4-84b7-df396def1e42","TORDESILLAS","Carparks.xlsx","Sheet1","32","MAKATI","557b0a76-8ffe-0818-d342-5b86dba06705","MAKATI","City of Makati","1380300000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The confirmed Site is identified by a location name; no approved evidence establishes a more specific enum classification.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380300000","Carparks.xlsx Sheet1 row 32; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"99999e0d-8edf-525b-99ac-a4722ca83e21","SM-GREEN-MALL","SM Green Mall","SM GREEN MALL","6ae061a4-85ae-59db-af90-ba114df6fada","SM-GREEN-MALL","Carparks.xlsx","Sheet1","33","MANILA","e5959354-04af-4540-9889-6e040b6cd399","MANILA","City of Manila","1380600000","NCR","","CITY","MALL_PARKING","SRC-WORKBOOK-CARPARKS","The Site identity explicitly says Mall and no more specific parking physical form is supplied.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380600000","Carparks.xlsx Sheet1 row 33; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"b2885dd9-0424-5251-9769-ebe06c500daa","ESCOLTA","Escolta","ESCOLTA","f4d07383-fd36-576f-9ce4-f0b99fb41443","ESCOLTA","Carparks.xlsx","Sheet1","34","MANILA","e5959354-04af-4540-9889-6e040b6cd399","MANILA","City of Manila","1380600000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The confirmed Site is identified by a district or street name; no approved evidence establishes a more specific enum classification.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380600000","Carparks.xlsx Sheet1 row 34; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"75674321-c7d9-51de-9c17-c59c116c6d62","UN-SQUARE-MALL","UN Square Mall","UN SQUARE MALL","1618f7bd-f2dd-5bd1-9256-d7ac8b5b4e6a","UN-SQUARE-MALL","Carparks.xlsx","Sheet1","35","MANILA","e5959354-04af-4540-9889-6e040b6cd399","MANILA","City of Manila","1380600000","NCR","","CITY","MALL_PARKING","SRC-WORKBOOK-CARPARKS","The Site identity explicitly says Mall and no more specific parking physical form is supplied.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380600000","Carparks.xlsx Sheet1 row 35; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"b4158151-e61b-5410-94ff-7715bffbf62e","BRIDGETOWNE-OPEN-LOT-BLK-15","Bridgetowne Open Lot Block 15","BRIDGETOWNE OPEN LOT BLK 15","387560fc-f0ec-5772-92a6-67efd93a1524","BRIDGETOWNE","Carparks.xlsx","Sheet1","36","PASIG","20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","City of Pasig","1381200000","NCR","","CITY","OPEN_LOT","SRC-WORKBOOK-CARPARKS;SRC-BRIDGETOWNE-EAST;SRC-PASIG-BRIDGETOWNE","The exact operator Site identity explicitly says Open Lot Block 15; official sources corroborate the Pasig-side estate.","HIGH","","OPERATOR_WORKBOOK_PLUS_OFFICIAL_GOVERNMENT_CORROBORATION","https://ncr.emb.gov.ph/wp-content/uploads/2023/11/EIS_LE-PONT-RESIDENCES.pdf | https://pasigcity.gov.ph/about-pasig-city/directory","Carparks.xlsx Sheet1 row 36; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; workbook identifies exact Block 15/09 rows as PASIG; DENR EIS and Pasig directory place Bridgetowne East/Rosario in Pasig","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"4d138cea-f7f4-54a7-8f30-de1873153683","BRIDGETOWNE-OPEN-LOT-BLK-09","Bridgetowne Open Lot Block 09","BRIDGETOWNE OPEN LOT BLK 09","387560fc-f0ec-5772-92a6-67efd93a1524","BRIDGETOWNE","Carparks.xlsx","Sheet1","37","PASIG","20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","City of Pasig","1381200000","NCR","","CITY","OPEN_LOT","SRC-WORKBOOK-CARPARKS;SRC-BRIDGETOWNE-EAST;SRC-PASIG-BRIDGETOWNE","The exact operator Site identity explicitly says Open Lot Block 09; official sources corroborate the Pasig-side estate.","HIGH","","OPERATOR_WORKBOOK_PLUS_OFFICIAL_GOVERNMENT_CORROBORATION","https://ncr.emb.gov.ph/wp-content/uploads/2023/11/EIS_LE-PONT-RESIDENCES.pdf | https://pasigcity.gov.ph/about-pasig-city/directory","Carparks.xlsx Sheet1 row 37; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; workbook identifies exact Block 15/09 rows as PASIG; DENR EIS and Pasig directory place Bridgetowne East/Rosario in Pasig","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"fb95fc53-3b2c-5920-9304-bbc3f3a51f5b","MACTAN-NEW-TOWN-MCDONALDS","Mactan New Town McDonald's","MACTAN NEW TOWN MCDONALDS","1c40a4b4-a607-5942-91b2-a7f8af80671a","MACTAN-NEW-TOWN","Carparks.xlsx","Sheet1","38","LAPU-LAPU CITY","23104fc9-a144-381c-4347-ccb2aa1a2998","LAPU_LAPU","City of Lapu-Lapu","0731100000","REGION_VII","","CITY","OTHER","SRC-WORKBOOK-CARPARKS;SRC-MACTAN-NEWTOWN","The confirmed Site serves a restaurant within the township; restaurant parking has no dedicated enum and no physical form is asserted.","HIGH","","OFFICIAL_DEVELOPER_SOURCE","https://www.megaworldcorp.com/townships/the-mactan-newtown","Carparks.xlsx Sheet1 row 38; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; Megaworld township source identifies Lapu-Lapu City","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"8cd1a8db-4fdc-5509-929d-4d9c2141ce9d","MACTAN-NEW-TOWN-AL-FRESCO","Mactan New Town Al Fresco","MACTAN NEW TOWN AL FRESCO","1c40a4b4-a607-5942-91b2-a7f8af80671a","MACTAN-NEW-TOWN","Carparks.xlsx","Sheet1","39","LAPU-LAPU CITY","23104fc9-a144-381c-4347-ccb2aa1a2998","LAPU_LAPU","City of Lapu-Lapu","0731100000","REGION_VII","","CITY","MIXED_USE_PROPERTY","SRC-WORKBOOK-CARPARKS;SRC-MACTAN-NEWTOWN","The Al Fresco Site is identified within the officially documented Mactan Newtown mixed-use township, with no more specific physical parking form.","HIGH","","OFFICIAL_DEVELOPER_SOURCE","https://www.megaworldcorp.com/townships/the-mactan-newtown","Carparks.xlsx Sheet1 row 39; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; Megaworld township source identifies Lapu-Lapu City","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"4d6bbe58-fad5-5068-9000-f5aa843ccf58","MACTAN-NEW-TOWN-OPEN-LOT-GRAVEL","Mactan New Town Open Lot Gravel","MACTAN NEW TOWN OPEN LOT GRAVEL","1c40a4b4-a607-5942-91b2-a7f8af80671a","MACTAN-NEW-TOWN","Carparks.xlsx","Sheet1","40","LAPU-LAPU CITY","23104fc9-a144-381c-4347-ccb2aa1a2998","LAPU_LAPU","City of Lapu-Lapu","0731100000","REGION_VII","","CITY","OPEN_LOT","SRC-WORKBOOK-CARPARKS;SRC-MACTAN-NEWTOWN","The exact Site identity explicitly says Open Lot Gravel; physical form overrides township context.","HIGH","","OFFICIAL_DEVELOPER_SOURCE","https://www.megaworldcorp.com/townships/the-mactan-newtown","Carparks.xlsx Sheet1 row 40; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; Megaworld township source identifies Lapu-Lapu City","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"be420081-ed0a-5dbf-8721-71eb20312346","MACTAN-NEW-TOWN-OPR","Mactan New Town OPR","MACTAN NEW TOWN OPR","1c40a4b4-a607-5942-91b2-a7f8af80671a","MACTAN-NEW-TOWN","Carparks.xlsx","Sheet1","41","LAPU-LAPU CITY","23104fc9-a144-381c-4347-ccb2aa1a2998","LAPU_LAPU","City of Lapu-Lapu","0731100000","REGION_VII","","CITY","OTHER","SRC-WORKBOOK-CARPARKS;SRC-MACTAN-NEWTOWN","The approved operator acronym confirms a distinct township Site but does not establish a more specific enum classification or physical form.","MEDIUM","","OFFICIAL_DEVELOPER_SOURCE","https://www.megaworldcorp.com/townships/the-mactan-newtown","Carparks.xlsx Sheet1 row 41; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; Megaworld township source identifies Lapu-Lapu City","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"615ca612-68d7-546d-9851-71acc6949b41","MACTAN-NEW-TOWN-BEACH-PARKING","Mactan New Town Beach Parking","MACTAN NEW TOWN BEACH PARKING","1c40a4b4-a607-5942-91b2-a7f8af80671a","MACTAN-NEW-TOWN","Carparks.xlsx","Sheet1","42","LAPU-LAPU CITY","23104fc9-a144-381c-4347-ccb2aa1a2998","LAPU_LAPU","City of Lapu-Lapu","0731100000","REGION_VII","","CITY","OTHER","SRC-WORKBOOK-CARPARKS;SRC-MACTAN-NEWTOWN","The Site explicitly serves a beach amenity, a confirmed context not represented by another enum value; no physical form is asserted.","HIGH","","OFFICIAL_DEVELOPER_SOURCE","https://www.megaworldcorp.com/townships/the-mactan-newtown","Carparks.xlsx Sheet1 row 42; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; Megaworld township source identifies Lapu-Lapu City","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"0e5e13bb-f2fb-59ae-9ae7-dc5df820a9b9","MACTAN-NEW-TOWN-MUSEUM","Mactan New Town Museum","MACTAN NEW TOWN MUSEUM","1c40a4b4-a607-5942-91b2-a7f8af80671a","MACTAN-NEW-TOWN","Carparks.xlsx","Sheet1","43","LAPU-LAPU CITY","23104fc9-a144-381c-4347-ccb2aa1a2998","LAPU_LAPU","City of Lapu-Lapu","0731100000","REGION_VII","","CITY","OTHER","SRC-WORKBOOK-CARPARKS;SRC-MACTAN-NEWTOWN","The Site explicitly serves a museum, a confirmed facility category not represented by another enum value.","HIGH","","OFFICIAL_DEVELOPER_SOURCE","https://www.megaworldcorp.com/townships/the-mactan-newtown","Carparks.xlsx Sheet1 row 43; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; Megaworld township source identifies Lapu-Lapu City","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"270aaaff-6e3a-5b22-acb1-144ea95d5e20","ALABANG-TOWN-CENTER","Alabang Town Center","ALABANG TOWN CENTER ","d54e01eb-b802-571e-9a47-ab328181a52f","ALABANG-TOWN-CENTER","Carparks.xlsx","Sheet1","44","MUNTINLUPA","d7ef112d-06ee-b57c-34b6-fae8c457a0c6","MUNTINLUPA","City of Muntinlupa","1380800000","NCR","","CITY","MALL_PARKING","SRC-WORKBOOK-CARPARKS","The named Town Center retail property is the mall context served by the Site; no more specific physical form is supplied.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380800000","Carparks.xlsx Sheet1 row 44; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"92611558-2c89-53ff-9ac7-9fb39c83df79","TALAMBAN-TIMES-SQUARE","Talamban Times Square","TALAMBAN TIMES SQUARE","4ba4d8e3-ecd8-5aea-abdd-5d2ce894dc83","TALAMBAN-TIMES-SQUARE","Carparks.xlsx","Sheet1","45","CEBU","42689eb0-66a8-04bb-96fd-c8d32caad475","CEBU_CITY","City of Cebu","0730600000","REGION_VII","","CITY","OTHER","SRC-WORKBOOK-CARPARKS;SRC-TALAMBAN","The Site and Cebu City location are confirmed, but the approved evidence does not establish a mall, campus, terminal, mixed-use, or physical-form classification.","MEDIUM","","OFFICIAL_GOVERNMENT_REGISTRY","https://verification.fda.gov.ph/DRUGSTORElist.php?start=21981","Carparks.xlsx Sheet1 row 45; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; FDA registry lists Talamban Times Square in Cebu City","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"0217b14a-5837-5599-99e1-356bcf5ea2cc","ROBINSONS-DAVAO-CITY-DELTA","Robinsons Davao City - Delta","ROBINSONS DAVAO CITY - DELTA","4be2b550-7735-50ac-8759-029f2e4a013d","ROBINSONS-DAVAO-CITY-DELTA","Carparks.xlsx","Sheet1","46","DAVAO","2ebef844-416b-c827-357c-742d2c8d56aa","DAVAO_CITY","Davao City","1130700000","REGION_XI","","CITY","OTHER","SRC-WORKBOOK-CARPARKS;SRC-DAVAO-DELTA","The official developer source confirms the Cybergate Delta office property, but no approved parking physical form or campus boundary is established.","HIGH","","OFFICIAL_DEVELOPER_SOURCE","https://robinsonsland.com/stories/robinsons-cybergate-delta-davao-track-completion-361","Carparks.xlsx Sheet1 row 46; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; Robinsons Land identifies Cybergate Delta on J.P. Laurel Avenue in Davao City","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"5360fb17-35f4-5200-b407-22515191e88d","AYALA-OPEN-LOT","Ayala Open Lot","AYALA OPEN LOT","f91d131d-bb72-5232-a172-2d1219ce212e","AYALA-OPEN-LOT","Carparks.xlsx","Sheet1","47","MAKATI","557b0a76-8ffe-0818-d342-5b86dba06705","MAKATI","City of Makati","1380300000","NCR","","CITY","OPEN_LOT","SRC-WORKBOOK-CARPARKS","The Site identity explicitly says Open Lot.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380300000","Carparks.xlsx Sheet1 row 47; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
